code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids
FL250100011,Australian Laureate Fellowships,2025,Active,3904460,3920763.0,The University of Sydney,3404,Medicinal and Biomolecular Chemistry,3404; 340401; 340407; 340503,Medicinal and Biomolecular Chemistry; Biologically Active Molecules; Proteins and Peptides; Organic Chemical Synthesis,Prof Richard Payne,0000-0002-3618-9226
FL250100019,Australian Laureate Fellowships,2025,Active,3890346,3906610.0,Flinders University,3102,Bioinformatics and Computational Biology,3102; 310201; 310204,Bioinformatics and Computational Biology; Bioinformatic Methods Development; Genomics and Transcriptomics,Prof Robert Edwards,0000-0001-8383-8949
FL250100022,Australian Laureate Fellowships,2025,Active,3914319,3930628.0,University of Tasmania,3709,Physical Geography and Environmental Geoscience,370603; 3709; 370902,Geodesy; Physical Geography and Environmental Geoscience; Glaciology,Prof Matt King,0000-0001-5611-9498
FL250100028,Australian Laureate Fellowships,2025,Active,3809306,3825313.0,The University of Queensland,5201,Applied and Developmental Psychology,5201; 520106,Applied and Developmental Psychology; Psychology of Ageing,Prof Julie Henry,
FL250100084,Australian Laureate Fellowships,2025,Active,3916944,3933269.0,The University of Western Australia,4501,"Aboriginal and Torres Strait Islander Culture, Language and History",4501; 450101,"Aboriginal and Torres Strait Islander Culture, Language and History; Aboriginal and Torres Strait Islander Archaeology",Prof Josephine McDonald,0000-0002-2701-7406
FL250100087,Australian Laureate Fellowships,2025,Active,3760000,3776195.0,University of Tasmania,3706,Geophysics,3706; 370602; 370609; 370902,Geophysics; Electrical and Electromagnetic Methods In Geophysics; Seismology and Seismic Exploration; Glaciology,Prof Anya Reading,
FL250100099,Australian Laureate Fellowships,2025,Active,3724610,3738414.0,The University of New South Wales,4016,Materials Engineering,4016; 401605; 401807,Materials Engineering; Functional Materials; Nanomaterials,Prof Chuan Zhao,
FL250100103,Australian Laureate Fellowships,2025,Active,3888099,3903873.0,The Australian National University,3706,Geophysics,370401; 370507; 3706; 370609,Computational Modelling and Simulation In Earth Sciences; Planetary Geology; Geophysics; Seismology and Seismic Exploration,Prof Hrvoje Tkalcic,0000-0001-7072-490X
FL250100109,Australian Laureate Fellowships,2025,Active,3819456,3834443.0,Monash University,4407,Policy and Administration,420699; 4407; 440708; 440712,Public Health Not Elsewhere Classified; Policy and Administration; Public Administration; Social Policy,Prof Alex Collie,0000-0003-2617-9339
FL250100115,Australian Laureate Fellowships,2025,Active,4003621,4018979.0,The University of Queensland,4704,Linguistics,4704; 470403; 470406; 470407,"Linguistics; Computational Linguistics; Historical, Comparative and Typological Linguistics; Language Documentation and Description",Prof Felicity Meakins,0000-0003-4487-4351
FL250100132,Australian Laureate Fellowships,2025,Active,3762590,3777059.0,The University of Melbourne,4104,Environmental Management,4104; 410406; 440699,Environmental Management; Natural Resource Management; Human Geography Not Elsewhere Classified,Prof Tiffany Morrison,0000-0001-5433-037X
FL250100143,Australian Laureate Fellowships,2025,Active,3786257,3802567.0,The University of New South Wales,4016,Materials Engineering,400908; 4016; 401601; 401605,Microelectronics; Materials Engineering; Ceramics; Functional Materials,Prof Sean Li,
FL250100156,Australian Laureate Fellowships,2025,Active,3771349,3786982.0,University of Technology Sydney,4005,Civil Engineering,4005; 400502; 401706,Civil Engineering; Civil Geotechnical Engineering; Numerical Modelling and Mechanical Characterisation,Prof Daichao Sheng,
FL250100162,Australian Laureate Fellowships,2025,Active,3737346,3753364.0,The University of New South Wales,4016,Materials Engineering,400910; 4016; 401603; 401605,Photovoltaic Devices (Solar Cells); Materials Engineering; Compound Semiconductors; Functional Materials,Prof Xiaojing Hao,0000-0001-5903-4481
FL250100172,Australian Laureate Fellowships,2025,Active,3905253,3921531.0,The University of Queensland,4504,Aboriginal and Torres Strait Islander Health and Wellbeing,4504; 450404; 450420,"Aboriginal and Torres Strait Islander Health and Wellbeing; Aboriginal and Torres Strait Islander Cultural Determinants of Health; Aboriginal and Torres Strait Islander Social, Emotional, Cultural and Spiritual Wellbeing",Prof James Ward,0000-0002-2892-4542
FL250100198,Australian Laureate Fellowships,2025,Active,3756286,3770630.0,Monash University,4005,Civil Engineering,4005; 400505; 400510,Civil Engineering; Construction Materials; Structural Engineering,Prof Wenhui Duan,0000-0002-8147-7673
DE250100003,Discovery Early Career Researcher Award,2025,Active,488618,508519.0,The Australian National University,5101,Astronomical Sciences,5101; 510103; 510104,Astronomical Sciences; Cosmology and Extragalactic Astronomy; Galactic Astronomy,Dr Amit Seta,0000-0001-9708-0286
DE250100004,Discovery Early Career Researcher Award,2025,Active,486675,506475.0,The Australian National University,3104,Evolutionary Biology,3104; 310402; 310410; 310412,Evolutionary Biology; Biogeography and Phylogeography; Phylogeny and Comparative Analysis; Speciation and Extinction,Dr Alexander Skeels,0000-0002-9973-4703
DE250100006,Discovery Early Career Researcher Award,2025,Active,485703,505545.0,La Trobe University,4105,Pollution and Contamination,310703; 4105; 410501,Microbial Ecology; Pollution and Contamination; Environmental Biogeochemistry,Dr Caitlin Gionfriddo,0000-0003-0745-9255
DE250100012,Discovery Early Career Researcher Award,2025,Active,477731,496564.0,University of Southern Queensland,4001,Aerospace Engineering,4001; 400106,Aerospace Engineering; Hypersonic Propulsion and Hypersonic Aerothermodynamics,Dr Byrenn Birch,0000-0003-0625-2455
DE250100013,Discovery Early Career Researcher Award,2025,Active,458693,477668.0,Griffith University,3005,Fisheries Sciences,3005; 300505; 410102,Fisheries Sciences; Fisheries Management; Ecological Impacts of Climate Change and Ecological Adaptation,Dr Ryan Heneghan,0000-0001-7626-1248
DE250100024,Discovery Early Career Researcher Award,2025,Active,488475,508377.0,Monash University,4401,Anthropology,330302; 4401; 440107; 440601,Design Anthropology; Anthropology; Social and Cultural Anthropology; Cultural Geography,Dr Kari Dahlgren,0000-0002-3111-8891
DE250100030,Discovery Early Career Researcher Award,2025,Active,481962,535423.0,Monash University,4611,Machine Learning,460304; 4611; 461103,Computer Vision; Machine Learning; Deep Learning,Dr Qiuhong Ke,
DE250100032,Discovery Early Career Researcher Award,2025,Active,447000,466185.0,Monash University,4605,Data Management and Data Science,4605; 460501; 460502; 460507,Data Management and Data Science; Data Engineering and Data Science; Data Mining and Knowledge Discovery; Information Extraction and Fusion,Dr Weiqing Wang,0000-0002-9578-819X
DE250100045,Discovery Early Career Researcher Award,2025,Active,486827,506678.0,The University of New South Wales,3902,"Education Policy, Sociology and Philosophy",3902; 390201; 390203,"Education Policy, Sociology and Philosophy; Education Policy; Sociology of Education",Dr Meghan Stacey,0000-0003-2192-9030
DE250100051,Discovery Early Career Researcher Award,2025,Active,487974,507849.0,University of Wollongong,5201,Applied and Developmental Psychology,390302; 390405; 5201; 520102,Early Childhood Education; Educational Technology and Computing; Applied and Developmental Psychology; Educational Psychology,Dr Myrto Mavilidi,0000-0003-2661-8709
DE250100054,Discovery Early Career Researcher Award,2025,Active,453981,472095.0,Australian Catholic University,5204,Cognitive and Computational Psychology,520101; 5204; 520405,Child and Adolescent Development; Cognitive and Computational Psychology; Psycholinguistics (Incl. Speech Production and Comprehension),Dr Signy Wegener,0000-0001-5364-0202
DE250100071,Discovery Early Career Researcher Award,2025,Active,438335,456776.0,The University of Adelaide,3702,Climate Change Science,3702; 370202; 370303; 370904,Climate Change Science; Climatology; Isotope Geochemistry; Palaeoclimatology,Dr Georgina Falster,0000-0001-8567-7413
DE250100078,Discovery Early Career Researcher Award,2025,Active,444929,461326.0,RMIT University,4406,Human Geography,4406; 440601; 441013,"Human Geography; Cultural Geography; Sociology of Migration, Ethnicity and Multiculturalism",Dr Charishma Ratnam,0000-0001-6328-4539
DE250100085,Discovery Early Career Researcher Award,2025,Active,481261,500723.0,Queensland University of Technology,4012,Fluid Mechanics and Thermal Engineering,4012; 401204; 401210,"Fluid Mechanics and Thermal Engineering; Computational Methods In Fluid Flow, Heat and Mass Transfer (Incl. Computational Fluid Dynamics); Microfluidics and Nanofluidics",Dr Zhongzheng Wang,0000-0001-9456-4744
DE250100098,Discovery Early Career Researcher Award,2025,Active,460183,478765.0,University of Tasmania,3708,Oceanography,370201; 3708; 370803; 379901,Climate Change Processes; Oceanography; Physical Oceanography; Earth System Sciences,Dr Edward Doddridge,0000-0002-6097-5729
DE250100105,Discovery Early Career Researcher Award,2025,Active,462672,480947.0,RMIT University,3304,Urban and Regional Planning,3304; 330410; 440612,Urban and Regional Planning; Urban Analysis and Development; Urban Geography,Dr Louise Dorignon,0000-0003-0346-1606
DE250100115,Discovery Early Career Researcher Award,2025,Active,470140,488426.0,RMIT University,4701,Communication and Media Studies,4701; 470102; 470105,Communication and Media Studies; Communication Technology and Digital Media Studies; Journalism Studies,Dr Edward Hurcombe,0000-0002-5838-2019
DE250100116,Discovery Early Career Researcher Award,2025,Active,476281,495515.0,Flinders University,4303,Historical Studies,4303; 430304; 470504,Historical Studies; British History; British and Irish Literature,Dr Matthew Firth,0000-0003-1626-3123
DE250100122,Discovery Early Career Researcher Award,2025,Active,462849,480909.0,Deakin University,4016,Materials Engineering,4016; 401607,Materials Engineering; Metals and Alloy Materials,Dr Lu Jiang,0000-0002-9938-6243
DE250100125,Discovery Early Career Researcher Award,2025,Active,478621,498495.0,The University of Western Australia,4101,Climate Change Impacts and Adaptation,310305; 4101; 410101,Marine and Estuarine Ecology (Incl. Marine Ichthyology); Climate Change Impacts and Adaptation; Carbon Sequestration Science,Dr Albert Pessarrodona Silvestre,0000-0002-6057-9937
DE250100132,Discovery Early Career Researcher Award,2025,Active,464071,482557.0,Griffith University,4016,Materials Engineering,4016; 401605; 401807,Materials Engineering; Functional Materials; Nanomaterials,Dr Dechao Chen,0000-0002-9205-2312
DE250100145,Discovery Early Career Researcher Award,2025,Active,454791,473560.0,Queensland University of Technology,4016,Materials Engineering,4016; 401605; 401807,Materials Engineering; Functional Materials; Nanomaterials,Dr Meng Li,0000-0002-4040-7759
DE250100146,Discovery Early Career Researcher Award,2025,Active,472391,491523.0,The University of Sydney,5101,Astronomical Sciences,5101; 510104; 510109,Astronomical Sciences; Galactic Astronomy; Stellar Astronomy and Planetary Systems,Dr May Pedersen,0000-0002-7950-0061
DE250100147,Discovery Early Career Researcher Award,2025,Declined,470255,,,3708,Oceanography,3708; 370801; 370802,Oceanography; Biological Oceanography; Chemical Oceanography,Dr Lavenia Ratnarajah,0000-0002-1021-1923
DE250100149,Discovery Early Career Researcher Award,2025,Active,477039,496650.0,The Australian National University,4303,Historical Studies,4303; 430301,Historical Studies; Asian History,Dr Aditya Balasubramanian,0000-0001-5800-3210
DE250100153,Discovery Early Career Researcher Award,2025,Active,420563,436471.0,University of the Sunshine Coast,4402,Criminology,4402; 440201; 440205; 520505,Criminology; Causes and Prevention of Crime; Criminological Theories; Social Psychology,Dr Verity Truelove,0000-0002-1004-562X
DE250100168,Discovery Early Career Researcher Award,2025,Active,486345,506071.0,The University of Melbourne,4206,Public Health,330413; 4206; 420606,Urban Planning and Health; Public Health; Social Determinants of Health,Dr Kate Mason,0000-0001-5020-5256
DE250100185,Discovery Early Career Researcher Award,2025,Active,439293,458000.0,The University of Melbourne,3505,Human Resources and Industrial Relations,3505; 350502; 440504; 470204,Human Resources and Industrial Relations; Employment Equity and Diversity; Gender Relations; Cultural and Creative Industries,Dr Caitlin Vincent,0000-0003-2697-7306
DE250100190,Discovery Early Career Researcher Award,2025,Active,413351,432604.0,University of Wollongong,4017,Mechanical Engineering,400203; 4017; 401702,"Automotive Mechatronics and Autonomous Systems; Mechanical Engineering; Dynamics, Vibration and Vibration Control",Dr Lei Deng,0000-0003-3815-2635
DE250100192,Discovery Early Career Researcher Award,2025,Active,454096,473200.0,The University of New South Wales,4612,Software Engineering,4612; 461208,"Software Engineering; Software Testing, Verification and Validation",Dr Yuekang Li,0000-0003-4382-0757
DE250100194,Discovery Early Career Researcher Award,2025,Active,468069,487961.0,The University of Melbourne,4303,Historical Studies,4303; 430301; 430323; 440808,Historical Studies; Asian History; Transnational History; International Relations,Dr Peter Millwood,0000-0002-2449-9948
DE250100199,Discovery Early Career Researcher Award,2025,Active,454285,471540.0,The University of Adelaide,4901,Applied Mathematics,4901; 490103; 490104; 490105,"Applied Mathematics; Calculus of Variations, Mathematical Aspects of Systems Theory and Control Theory; Complex Systems; Dynamical Systems In Applications",Dr Mengbin Ye,0000-0003-1698-0173
DE250100211,Discovery Early Career Researcher Award,2025,Active,478331,498222.0,Victoria University,4605,Data Management and Data Science,460208; 4605; 460501; 460505,Natural Language Processing; Data Management and Data Science; Data Engineering and Data Science; Database Systems,Dr Jiao Yin,0000-0002-0269-2624
DE250100223,Discovery Early Career Researcher Award,2025,Active,417691,434297.0,Curtin University,4004,Chemical Engineering,4004; 400404; 401605; 401807,Chemical Engineering; Electrochemical Energy Storage and Conversion; Functional Materials; Nanomaterials,Dr Yijun Zhong,0000-0003-4112-7115
DE250100226,Discovery Early Career Researcher Award,2025,Active,449554,467857.0,University of Technology Sydney,4605,Data Management and Data Science,4605; 460503; 460506; 460509,"Data Management and Data Science; Data Models, Storage and Indexing; Graph, Social and Multimedia Data; Query Processing and Optimisation",Dr Hanchen Wang,
